"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23"
"4871" 4628.42 1.31158 18.2826 13.2371 21.4551 50.8539 34.1316 33.5966 14.4871 49.7724 18.0315 13.9366 28.0622 30.3987 10.3379 9.07674 17.4016 1.58215 19.7384 12.4974 14.1381 1.33962 0.00600568
"5628" 4497.61 24.971 24.8118 19.5774 7.06017 66.1937 16.5598 35.3148 22.284 15.3602 44.8175 20.9078 5.48208 24.5314 20.3318 39.2972 19.368 2.06896 18.6118 48.3755 38.6014 19.9013 0.00666407
"2895" 4552.99 10.55 10.8593 6.47699 31.6612 48.325 34.777 47.6374 2.20965 16.1779 22.3822 28.4527 30.363 50.97 6.71164 11.0544 24.3943 9.10587 5.47725 6.05618 21.0162 39.9492 0.029501
"5566" 4454.29 4.59366 16.1932 4.84473 58.6141 43.2164 41.8494 31.204 24.5558 0.82392 30.0708 15.9171 52.0641 11.7529 33.3755 4.1897 13.4337 22.122 13.8133 18.2705 4.12106 11.9225 0.151683
"4983" 4631.77 2.98095 11.9976 13.5984 3.44385 71.1195 54.1496 15.4645 24.2083 9.51508 49.3719 1.81429 2.20108 42.7283 22.9247 33.015 5.22565 10.873 22.3049 16.2242 14.3696 22.0773 0.187064
"2390" 4523.62 35.8909 1.68344 28.9657 10.7353 40.1163 55.8534 19.5722 18.8546 23.9154 30.1204 33.8198 4.17033 19.7132 32.9858 4.44959 15.7115 24.268 5.29631 22.1571 23.8513 4.47324 0.0592575
"5249" 4583.77 6.59258 6.56863 6.08516 34.7213 37.7567 32.19 60.4795 35.9859 10.1858 25.5657 37.3784 13.1032 11.0653 9.38105 10.8977 43.0588 18.6219 15.8074 7.18411 0.610348 26.3865 6.82694e-05
"581" 4556.34 25.8566 5.53278 21.6422 23.0156 26.6584 50.0865 29.6038 24.2832 29.2763 30.2809 13.1022 22.6448 40.6266 5.59577 22.4526 11.3486 24.2856 5.21487 22.0604 4.15279 30.851 0.255403
"5883" 4477.15 14.3538 16.2595 15.4512 33.0234 52.7434 33.563 51.1451 4.79428 6.63167 54.4593 18.6278 23.5703 7.33628 26.7838 14.0361 26.7182 11.1896 18.7864 7.95218 7.85039 4.77606 0.0133128
"2836" 4546.4 4.98201 11.1018 24.3302 16.6606 53.3678 37.4654 36.2434 13.2498 21.3304 46.921 10.8345 7.26868 24.5265 41.4841 5.96379 10.1174 4.60822 23.5184 59.0409 2.25912 45.7725 0.00852362
"4408" 4393.06 18.3004 56.4237 7.84766 8.98547 61.7519 54.5764 6.92236 4.01528 32.0304 31.5261 2.77831 31.5812 20.416 42.0484 12.3293 5.89521 0.485944 4.65421 21.7384 62.199 28.5171 0.0387157
"5067" 4749.33 4.49149 3.95151 0.195524 13.5585 31.9444 68.9387 24.7947 27.4297 7.13797 38.4244 19.3374 26.6961 12.7532 26.094 8.733 22.0282 12.8835 14.0996 3.86665 11.8975 18.4981 0.0556311
"4972" 4616.13 4.67878 17.1735 16.8849 1.78124 44.1034 70.1327 11.9032 28.5866 10.3761 46.1634 19.3824 5.81097 14.0727 47.4009 5.10689 4.54645 6.59714 40.6503 19.5074 13.711 18.7104 0.0655265
"5918" 4585.88 15.2732 13.0282 10.9862 26.2211 56.5267 23.558 26.476 34.1812 1.79592 21.302 41.7064 16.9193 7.25436 43.5686 17.7007 11.2873 19.9457 5.72053 2.2982 11.2208 11.2525 0.00368639
"5069" 4749.33 0.310486 3.95151 0.818749 16.8843 36.9966 74.3973 24.0456 12.0926 8.45395 38.6223 29.5629 12.8434 32.8458 10.6314 17.9608 16.5974 6.36469 9.47379 15.4041 20.4977 4.43317 0.0240659
"178" 4513.01 4.57191 21.8371 2.85273 13.5966 57.9007 52.1018 28.4198 12.0778 27.9509 55.6138 3.6734 10.1773 37.1482 17.6764 26.1709 5.26705 20.8626 28.0219 5.77232 20.5161 6.82838 0.361846
"5994" 4564.44 22.5453 3.32854 20.9245 12.8463 56.6824 48.5623 27.6775 11.803 27.1131 11.9683 50.4167 17.9681 10.4108 20.5689 22.2349 44.5051 3.24461 15.8206 0.772447 24.7982 76.2972 0.00268926
"6233" 4640.53 5.51393 16.9211 2.0504 32.9957 63.6212 6.54174 45.5557 17.534 10.2905 51.0678 3.67071 8.55916 34.8509 34.9871 2.16048 18.747 34.4926 8.04955 8.90759 4.89661 8.23105 0.0143125
"4960" 4639.7 2.99424 14.2726 16.2329 6.09051 57.5921 61.3936 5.08243 24.5721 30.2718 31.7961 9.39566 23.5182 20.4232 26.4328 14.5443 4.43352 10.9817 29.2668 5.5126 13.2487 20.7749 0.0439674
"701" 4666.24 0.336382 0.488622 19.0095 21.0326 51.3527 35.5809 41.3677 27.602 12.4657 34.0977 7.25052 28.763 30.6991 11.1324 15.0387 13.3069 26.132 2.32954 16.9792 5.46848 44.7303 0.0214226
"5022" 4667.68 2.91207 17.1462 1.34245 12.8711 45.0748 81.0986 0.917879 28.681 17.7239 24.8666 35.9482 9.84711 32.2385 10.9639 16.7293 5.02453 11.7691 2.08313 33.3986 4.81572 15.1747 0.00436372
"2201" 4602.59 14.9007 14.6523 4.02297 18.232 4.50003 78.4738 37.325 32.4676 43.211 9.65962 21.3625 21.0705 15.5785 24.3463 1.44459 4.25299 25.1869 4.52165 28.4846 36.6271 21.8511 0.0552036
"1570" 4532.95 1.42593 6.06841 7.28291 56.3307 8.7767 69.9112 47.9866 8.22784 10.7035 38.1558 28.3229 35.1524 23.5697 8.83763 13.2863 10.7401 18.8978 5.69539 6.87582 40.1224 11.6926 0.12865
"6380" 4472.63 20.8037 35.8944 9.7253 5.6303 71.3881 41.7289 20.3409 25.3199 14.9598 26.4819 22.73 18.8214 6.9288 41.4458 14.0729 27.4844 2.43415 5.65711 18.1378 20.6627 0.814713 0.0252455
"3361" 4575.59 10.8934 7.18376 27.2768 11.3159 56.1777 43.4503 13.795 33.7586 3.85259 49.4938 33.8503 8.66656 21.151 19.6457 22.2332 1.8767 20.236 15.1337 29.5438 17.6472 7.85705 0.0412411
"887" 4442.51 3.06819 9.13272 40.3595 19.9805 64.895 36.6996 20.2075 32.5881 13.7116 51.1698 2.2951 38.1214 29.5275 7.21527 17.0878 3.40671 11.5969 19.9912 10.1656 36.8964 12.2856 0.16039
"5991" 4561.28 2.84241 27.8224 17.635 13.0723 57.9062 50.9659 17.1922 11.4077 16.2582 7.16012 61.5813 4.69353 10.464 50.0232 10.1692 15.4202 15.1331 5.31131 21.4724 25.3121 23.4822 0.0475265
"2871" 4473.68 7.98975 10.0214 32.2701 8.97063 72.5433 16.5833 54.5734 13.638 17.8401 33.2935 35.0062 11.0694 31.0078 10.5477 23.2017 12.0775 3.19419 10.8727 11.485 45.45 10.2394 0.272341
"4964" 4618.92 4.81708 15.2052 18.9279 3.69844 57.201 55.0337 9.3149 30.0775 3.21309 49.5939 9.00182 35.1 6.33139 33.7967 21.0784 3.04219 18.9998 39.4192 7.59994 9.3376 5.9432 0.000108175
"3321" 4601.15 12.7122 14.7596 14.5205 3.83588 41.3218 49.5669 45.5669 19.4837 4.96531 36.2951 30.3921 26.7543 21.7354 15.8474 25.7645 20.2747 9.48468 11.8205 12.2236 15.6297 19.4319 0.0288862
"2295" 4547.61 2.09484 2.93473 5.64127 56.747 46.9632 46.9112 43.0759 0.984558 14.2522 9.4401 34.8563 40.6184 18.7097 18.0646 19.9394 23.6848 4.37856 3.43458 26.6182 9.47272 18.1376 0.0466713
"4033" 4519.71 29.4921 18.5758 13.4042 6.63605 11.5681 109.347 3.88488 4.16993 41.507 21.6897 50.2794 19.2669 9.40693 18.4746 22.7249 9.45283 11.6514 7.22509 18.7555 17.6602 4.13562 0.201575
"5542" 4464.01 13.4312 10.3483 11.377 47.9519 47.909 38.1716 34.1714 19.3372 17.2434 32.124 20.886 43.087 11.1972 16.7641 8.56686 10.7411 17.8535 43.5018 6.97445 14.4239 35.8393 0.0373119
"6327" 4610.68 11.3675 4.01533 23.1516 18.2335 63.1407 12.93 44.5338 19.0941 11.0241 63.9025 1.95458 18.031 5.35234 41.731 5.77256 18.7061 2.72857 14.4126 27.6653 9.90753 4.67171 0.0603871
"2041" 4582 34.8543 2.88777 1.79037 13.9471 33.6323 57.3089 29.4092 40.5737 12.3738 30.4956 12.6808 27.3336 24.9447 25.5657 8.51067 20.8567 11.7041 3.29029 20.8066 7.87617 19.4203 0.0319959
"5185" 4619.06 16.3952 8.26953 13.0933 27.2013 67.9068 6.24315 31.1978 29.3755 7.1112 29.2457 33.0352 23.2934 6.39161 37.7018 11.8248 32.6289 11.838 1.22711 14.1037 20.9599 41.6402 0.0191726
"116" 4532.05 23.9621 18.5659 10.2383 9.1322 84.0014 14.8016 31.7951 17.3529 19.0278 28.9056 41.9052 3.036 35.5252 23.1531 11.9553 4.25322 13.4584 29.5576 6.86371 24.0609 22.8769 0.0509311
"6682" 4592.4 15.9787 8.11813 10.7456 19.1086 14.1367 76.0989 23.6455 25.9063 20.5095 44.9925 4.92046 37.9094 14.3112 22.0148 21.692 6.01214 4.70812 36.2767 2.45231 9.76831 52.1872 0.160936
"3127" 4608.18 6.54192 26.5075 7.05004 23.4536 58.7133 12.9409 34.0831 23.9772 16.4055 34.175 10.0544 27.8745 22.7482 34.7845 2.11496 21.7733 2.6944 13.6652 7.23578 41.3819 85.28 0.0161911
"5515" 4557.61 5.62945 12.5787 10.4538 37.7657 15.3086 68.4142 13.979 38.798 54.5031 2.79271 14.631 19.3189 27.5117 26.0442 26.1086 31.808 7.5719 6.43054 18.2093 10.8057 3.68881 0.0237683
"1786" 4546.16 6.57197 19.9 24.2149 26.8619 29.1942 51.9768 25.3595 22.208 14.4817 11.1382 37.2595 38.0718 20.4661 20.0101 4.47518 20.7571 7.86773 13.8958 8.81668 73.3266 2.16088 0.0557232
"2161" 4623.19 13.8342 15.4171 1.97338 20.0459 8.29543 74.5646 29.4709 37.7595 8.53228 34.0926 43.9636 16.4013 20.4827 10.4557 18.3228 3.54116 0.410529 14.6883 28.5011 30.879 19.6945 0.0473747
"4342" 4597.45 6.35321 19.2713 16.6907 3.57878 63.1098 29.1951 36.3979 10.9452 19.136 41.4477 28.2733 28.6518 4.25734 16.3399 20.6651 15.5734 8.27839 37.6046 13.3862 23.6988 19.1087 0.0554486
"501" 4405.75 17.9988 17.3093 13.7187 53.7776 19.0129 74.8089 24.1166 13.2397 28.452 21.3097 6.44109 39.0966 7.49587 43.8706 2.4292 15.0214 14.0838 20.4537 12.6285 20.6451 23.6642 0.0183859
"3651" 4657.73 9.48376 6.22863 16.8554 0.714971 47.0282 40.5967 38.7749 28.7264 5.93705 12.8351 25.0972 32.946 53.7827 4.58446 19.3473 4.63247 18.9107 35.4197 14.5088 10.7246 8.2662 0.198101
"4622" 4422.01 15.2622 11.7979 22.2096 36.619 35.4642 78.1482 27.3349 5.92842 15.6003 38.6407 16.1217 39.0686 26.4674 3.20569 10.05 24.4582 19.6575 19.753 7.1146 26.8082 44.3408 0.0777005
"3384" 4604.75 9.3826 9.95197 3.3138 22.3948 69.8564 25.5213 36.4056 12.702 16.449 33.542 17.1659 42.3967 9.03088 22.8075 13.5515 13.3027 1.55026 25.3774 2.80324 42.2056 4.27957 0.115135
"2042" 4582 34.8543 2.88777 1.79037 18.4236 41.1661 56.6752 25.4113 27.4103 10.5946 36.1756 18.6726 26.1885 18.0943 26.9395 8.76342 10.1328 24.4753 7.36443 30.8786 4.36784 12.5658 0.0319959
"2693" 4517.63 15.1408 19.1456 15.0539 18.0613 84.4187 8.20012 26.7948 28.2531 14.9502 3.05742 38.7668 29.3619 10.03 37.9445 7.64185 5.29862 46.3474 2.84691 9.08901 32.763 20.7506 0.00128287
"4771" 4580.55 31.8337 5.40027 1.15015 49.5521 29.1925 21.7221 35.0164 37.8821 14.3832 45.8054 5.41704 11.6616 42.6473 0.782543 18.7458 25.6779 5.10356 20.7077 17.049 14.359 12.6698 0.0744076
"1245" 4611.34 4.27955 24.3182 7.27529 27.1138 52.2597 48.8582 10.0755 33.607 6.25548 39.7586 14.8777 15.3281 20.8922 23.3032 17.5305 1.02688 4.53361 54.3921 8.20217 29.3989 47.47 0.00818689
"1279" 4529.14 2.01713 14.2676 18.7891 33.32 8.15913 77.299 54.7524 1.14068 28.1662 19.459 30.5163 28.7437 25.8555 8.70623 10.3207 3.48495 36.6758 17.9835 11.0774 2.4298 18.7831 0.00678666
"5528" 4534.79 2.84891 14.1108 1.26962 47.498 41.9724 70.738 12.5051 8.13577 24.2374 5.0751 69.9128 11.9275 17.9913 23.8225 3.97536 13.1166 12.0982 8.29195 26.7837 38.9437 8.09563 0.0141878
"3775" 4601.9 18.0077 18.6188 5.50392 10.0162 28.3371 70.3568 21.3538 22.8642 15.3291 34.1636 44.2946 1.04806 26.316 23.2151 16.1994 7.33639 21.6923 5.30292 30.3484 2.3745 16.6748 0.1132
"6509" 4655.46 7.96002 6.71645 9.91357 19.394 41.8404 46.6386 25.3084 23.2699 2.97805 52.4659 16.7222 29.5403 4.49336 14.649 4.38764 48.2917 21.2199 0.458907 1.15348 2.11911 25.9748 0.275233
"2879" 4448.96 0.401699 4.27963 22.2298 21.318 72.5433 16.5833 66.1603 3.49667 25.5136 25.2141 49.5477 22.7536 17.1225 4.07735 7.14524 28.5781 37.4013 11.3878 7.59083 16.8545 1.3241 0.459459
"341" 4559.85 6.61868 21.2516 21.5899 3.29659 33.1348 58.7654 36.3985 25.5199 20.7601 23.1368 25.7391 2.98059 24.4359 43.1247 2.22364 2.80983 38.6547 17.1177 10.826 26.4818 63.6461 0.0380851
"6948" 4540.87 3.7117 43.0634 0.513059 14.8682 35.6842 75.7417 10.0943 28.0539 16.3069 36.3555 24.4556 17.5121 4.69735 32.0034 14.3471 6.7442 13.1838 33.3008 14.4653 19.0613 69.5084 0.0301473
"6494" 4638.04 23.3023 5.24904 6.18751 4.50655 57.1396 39.9804 34.5164 26.9507 2.89859 37.7498 44.6665 3.44488 34.841 12.201 9.37822 1.74306 42.659 18.4073 6.16257 14.5248 7.1724 0.0186948
"5971" 4553.5 18.9307 5.14582 7.50367 22.8128 57.5583 50.2505 20.621 26.7755 16.9079 29.5849 32.2078 8.89536 9.39759 44.1839 8.79154 5.43938 5.63311 12.7946 13.2176 4.15237 3.61967 0.0426463
"3035" 4594.55 11.8991 2.4049 8.58941 30.364 23.3525 97.3049 1.16869 30.279 16.7059 28.2671 23.8512 14.0344 18.9194 34.5263 9.06681 15.2036 12.5525 4.24524 13.9119 7.60124 5.21016 0.000333185
"6933" 4540.11 1.43797 41.5019 4.11311 18.0893 27.6283 60.084 35.77 20.0207 25.2662 3.10859 61.1429 3.7725 37.3987 12.8225 8.15193 39.8046 6.51854 17.1093 3.14908 7.86547 6.38154 0.0119468
"6310" 4594.16 12.7601 19.4893 12.3202 25.6011 55.4826 23.169 25.3303 30.2482 2.92674 39.7827 27.7881 9.74757 8.37672 52.8152 10.7425 19.7977 6.70937 14.3942 16.7892 32.0721 9.49792 0.0160145
"6554" 4628.99 22.9718 9.71109 3.2151 24.9234 68.1332 3.95612 32.2748 21.3547 29.4073 28.0098 15.6613 6.8379 52.7436 15.4848 10.416 45.1269 34.1712 19.6068 2.63123 23.9623 11.5203 0.0110928
"6109" 4442.01 31.3865 21.142 18.674 10.1468 72.0558 29.4112 30.2716 6.77297 27.6326 56.1852 8.3123 37.442 12.0413 3.73704 15.9259 16.1213 2.29125 25.6751 24.2898 15.3006 27.3378 0.0529551
"640" 4596.36 7.95824 4.4634 35.5079 0.302859 34.9711 86.1457 3.94252 25.2229 2.01268 36.9923 46.1318 6.84073 13.3105 35.9518 4.78962 12.9628 12.9554 25.0306 8.20669 76.6714 8.21908 0.0325428
"3433" 4453.73 12.7622 1.58883 24.1091 43.7936 62.3149 49.4931 20.838 12.2154 4.79401 42.9377 53.1545 8.92555 6.18251 19.7914 12.8587 15.8032 29.6296 3.96801 23.6446 14.0204 7.74455 0.0657853
"1574" 4534.11 1.42593 7.88733 7.36217 56.3307 3.26881 79.7238 22.7333 32.3051 2.80984 46.0727 14.8475 30.3198 21.6385 20.2094 3.05354 24.0818 30.3679 32.1037 4.31151 6.0712 7.67536 0.119639
"4733" 4525.92 37.0187 5.42062 12.9187 12.371 44.0443 62.8523 20.299 20.0373 8.89194 52.0477 24.0023 6.96409 11.941 36.6464 16.6727 11.375 9.74841 10.0244 14.8643 30.7051 11.4588 0.0662461
"6563" 4635.31 18.5527 9.08886 4.3853 28.4841 56.3797 15.7295 47.1267 10.1203 0.331698 44.3664 33.0916 8.70015 39.4851 15.0929 18.1091 1.07476 2.97705 28.4261 11.0578 5.16021 8.53905 0.032763
"1910" 4593.14 13.6025 21.741 1.57535 0.744351 71.6147 20.0808 45.889 18.8689 22.2565 35.318 4.08663 40.1689 45.2641 1.41737 8.02446 6.13835 19.1635 9.55611 11.5732 43.6244 10.534 0.242925
"6179" 4558.33 12.8874 22.6707 9.83651 18.9898 62.9902 20.3175 42.228 15.5878 8.71048 44.3015 28.3024 15.5221 21.571 18.7756 18.3602 14.5787 3.5789 5.79269 73.1996 3.21679 11.9355 0.0828127
"4914" 4678.66 3.11859 15.3285 5.11727 10.3036 54.4783 31.1278 39.663 19.4716 15.561 33.2328 55.8399 0.501104 1.09805 38.0727 11.2346 21.2929 21.7865 13.7325 1.58473 6.08572 16.1847 0.00259412
"1975" 4464.07 19.1967 9.29925 29.8907 20.3088 48.8692 48.2159 29.7606 13.3774 32.9724 33.565 4.32086 13.3234 18.8536 43.5395 16.4886 5.08731 36.8599 20.6691 17.4467 5.08313 4.97676 0.0298187
"380" 4560.4 7.14225 23.0403 14.8046 12.8766 54.5098 41.8065 29.1795 27.2359 13.137 31.9213 31.9301 4.34768 2.70426 44.828 24.0697 18.0571 14.0891 3.87009 7.5694 19.2836 24.1372 0.0718748
"1100" 4599.33 12.0178 5.21801 13.3212 46.4909 55.933 2.68706 35.4198 25.2628 12.5915 28.1891 3.93637 72.2561 3.63624 17.6138 18.0263 17.6066 16.2709 19.1839 0.998022 13.5612 80.95 0.00190659
"3271" 4635.77 1.28755 11.2273 9.64697 27.4789 64.9627 21.002 4.72584 59.4921 5.27139 32.3745 32.9089 7.51401 23.9736 24.9601 2.01655 26.9574 12.2195 11.9344 11.4685 21.9548 2.59081 0.126891
"5213" 4541.19 10.5382 11.5583 6.7423 32.6325 27.9739 62.2722 34.9488 22.5573 7.23654 36.4243 38.5713 28.4664 10.9919 17.5924 25.0398 13.9622 0.50965 2.86386 43.2485 5.92399 8.71025 0.0260194
"3574" 4531.01 27.8208 8.73023 21.0099 5.76403 66.7018 17.8458 33.2624 32.409 14.4687 34.167 2.73269 32.878 12.4583 41.0889 14.937 14.8916 11.5197 22.2367 10.9524 0.669256 7.18374 0.0171451
"4087" 4595.1 7.70034 19.3765 13.2042 16.2119 45.5151 60.5373 18.5308 15.8946 22.5135 13.0211 58.6295 3.11258 17.6194 32.2125 14.0475 11.8763 18.1572 36.8435 5.65457 7.96305 4.55327 0.0160487
"6944" 4538.84 1.59314 35.7017 9.16147 13.8625 34.3306 76.5259 12.6779 18.0032 22.0247 28.7644 28.4064 17.5109 16.5259 27.4605 4.38759 56.7036 18.7837 6.93379 10.6113 3.39774 25.0149 0.308332
"6120" 4456.2 32.6753 12.1259 2.46374 22.5453 75.0106 21.8243 46.2105 18.282 6.91117 49.1833 15.2609 30.7918 31.1644 3.00928 7.76651 34.9134 15.6509 3.59125 6.53361 8.72409 71.3077 0.25629
"4691" 4522.94 12.9521 12.1576 7.1166 35.2634 45.8169 65.3947 1.2224 22.6001 34.6005 29.213 28.4824 24.0622 27.5335 0.816486 6.87253 21.6423 12.6311 23.507 32.7183 22.3677 27.4907 0.0225735
"4992" 4613.45 8.06076 15.1328 13.9612 8.51078 59.6456 40.0551 13.1355 31.572 29.5875 22.4281 31.5505 17.3191 34.3519 12.2553 11.8307 3.74145 3.37301 10.6129 21.6011 57.6011 61.3603 0.0354396
"5356" 4647.44 10.4484 9.04099 15.2449 24.3564 18.4929 55.0336 40.7222 8.12378 14.074 34.1212 35.4225 3.31152 36.0998 5.69288 25.8679 8.59388 17.1126 20.8681 26.6239 18.5471 7.85806 0.0994724
"2589" 4626.7 7.09282 5.47116 27.6597 3.50879 47.4378 61.8107 7.72001 44.8616 18.4564 16.8008 22.7941 45.3997 18.154 6.98131 14.6136 2.16131 13.6167 41.2513 11.4364 9.27745 20.7106 0.0383303
"4662" 4626.15 7.8967 11.6961 13.4117 9.78477 59.148 43.8816 32.1312 14.9929 4.64481 42.062 46.251 2.24299 5.90197 46.3447 4.23699 6.19787 20.4629 8.93734 17.9525 25.4872 15.2169 0.00127639
"4919" 4678.66 1.34696 13.5053 6.40251 9.86151 50.0812 35.2314 39.3992 23.3067 13.239 27.1943 52.6237 8.39292 3.60388 37.1 16.5037 13.5813 19.2711 8.63199 9.5289 3.01651 4.50589 0.0725907
"5245" 4628.44 17.846 12.4339 1.95271 33.5772 30.1607 40.1533 34.9016 28.6323 2.11809 34.3824 26.6785 35.1013 9.87344 22.8817 15.952 11.3264 5.97097 11.8492 33.9957 2.1562 17.3359 0.0468664
"6281" 4506.51 4.8011 17.5927 28.8185 50.104 27.1637 48.1978 32.572 5.89512 21.1552 22.5213 29.3239 26.7111 20.7292 20.703 18.1569 10.6856 23.7346 9.96048 20.1965 2.83527 14.2072 0.00400028
"618" 4479.36 14.8633 27.1871 28.0986 14.9021 15.3387 82.4651 14.2992 10.6898 34.7353 40.7633 6.71924 31.8139 20.9744 16.7211 11.9081 14.1597 20.8241 13.3699 2.82925 9.89251 9.61929 0.0707514
"448" 4589.89 7.03747 14.426 23.2145 9.94527 40.5146 34.1603 49.8745 5.42127 39.2542 3.05506 34.158 17.9595 24.6288 36.831 8.94601 18.8595 19.8032 11.3084 25.6857 20.1501 47.1288 0.0125229
"3319" 4585.37 12.2799 20.2539 11.2623 7.26344 38.6881 43.681 42.684 17.8083 3.92953 36.6392 47.9864 25.5761 21.7046 9.65614 16.9545 26.312 2.86699 9.43208 9.40988 32.7501 15.539 0.194135
"841" 4558.44 4.9158 19.2393 27.7308 6.24276 66.1689 25.0471 46.4346 13.7988 7.41482 44.7854 33.071 12.9901 26.1422 2.73782 25.3311 13.0323 37.0991 4.03703 20.2407 33.7672 55.0456 0.00511493
"2397" 4532.61 27.9278 6.56203 21.627 21.9487 33.3505 42.5798 31.6986 24.2329 10.7664 29.0817 39.4214 32.0044 1.44857 29.807 13.531 13.0798 11.4362 25.4378 9.07075 16.1622 7.66722 0.00125983
"6402" 4454.59 25.0872 39.1252 5.21466 10.8946 33.9384 70.4194 34.2405 7.86699 10.2349 50.2731 17.2943 24.3063 6.87762 35.3769 13.8766 19.0895 16.3368 16.7003 8.86947 11.4773 9.17621 0.0388687
"499" 4426.52 17.9988 20.8172 16.4033 51.2483 19.0129 66.0297 20.0587 15.7582 28.452 21.1213 5.03702 40.8702 7.49587 45.0308 9.77969 34.7124 17.4662 14.1099 8.12351 13.6508 24.7935 0.0183859
"4439" 4453.07 0.42253 60.9264 14.0769 7.92544 17.5195 86.793 2.27989 34.4119 37.1822 16.613 36.3927 22.9733 9.76525 21.4334 13.8731 9.5106 12.995 11.0755 23.4522 14.6654 36.1917 0.108528
"4902" 4573.36 14.4234 16.6341 11.8275 23.6263 60.2999 19.507 34.2651 19.7163 22.0998 7.2955 49.963 14.1503 3.87606 43.822 18.2623 19.0972 16.3733 26.744 1.60124 21.9996 29.5864 0.0107249
"4543" 4577.08 9.60216 14.8092 21.6975 6.27028 46.5244 66.2436 8.21434 35.0114 19.1248 21.8592 33.6736 8.16592 23.5043 31.5265 10.8717 12.5208 22.8658 23.3619 9.04831 1.95182 34.5936 0.00581622
"4909" 4680.03 0.955382 8.87563 17.073 5.54729 58.5991 35.3269 37.7454 11.115 21.1429 5.72867 58.1126 9.2473 6.01566 48.0234 7.69924 25.1466 12.2215 10.8993 34.2194 13.3725 3.98897 0.00563548
"6584" 4595.88 12.4338 4.08335 3.46234 28.1702 59.3207 25.5712 54.6387 10.0479 22.4115 14.9059 38.5052 20.4752 33.832 12.6749 10.915 5.05433 17.5079 21.4445 17.9324 0.0227097 10.1099 0.00183658
"983" 4521.58 6.05837 37.818 13.5884 25.7865 24.0704 39.1719 51.5982 13.2295 26.6481 17.4 17.4454 53.9118 15.0537 9.10723 18.0554 5.79712 31.6571 8.9392 19.6756 13.311 28.9981 0.148059
"3074" 4672.09 4.6057 10.5637 6.00572 15.4011 66.2127 14.0803 40.7832 25.359 27.5965 20.3181 32.2603 8.15573 47.6142 7.03223 11.6118 3.56164 12.8218 35.6146 12.0741 2.72283 17.3666 0.0119414
"5833" 4457.53 20.7282 16.4794 24.9691 21.8638 31.9352 60.7535 22.0987 19.264 23.7693 33.3857 4.45943 48.0762 24.6211 16.5449 3.17556 9.47527 6.38231 39.1772 31.0434 2.06543 23.6958 0.0218078
"6150" 4535.04 46.3682 1.49966 8.2312 39.2166 37.6182 38.5382 18.4744 36.2378 7.07902 44.623 14.4009 39.0024 3.88318 4.72099 28.9489 10.2045 28.5605 19.6717 22.1566 5.75763 32.7934 0.0456385
"1730" 4446.79 14.3321 24.3408 15.0081 22.0184 77.0762 19.4469 18.194 47.3452 18.4003 36.1599 3.54929 6.34186 50.9135 16.2035 13.018 22.8853 21.0316 9.87052 2.69341 19.6238 5.83953 0.121317
"2068" 4470.36 15.4146 10.5978 4.67694 45.3326 65.5045 33.4535 20.2489 2.39669 42.6894 16.0089 47.1087 23.5942 22.6169 24.1198 8.88076 1.67054 4.75584 23.4938 7.6607 46.9573 18.2109 0.00709938
"3623" 4718.21 16.6812 2.01085 2.77433 22.0198 46.3721 44.7943 27.6359 5.85721 23.612 18.9566 21.8191 58.6085 4.94472 20.6769 15.0519 7.58357 5.43704 10.4482 29.6035 5.75058 27.7242 0.0121518
"5531" 4523.26 11.0814 14.1108 6.88979 47.5687 41.7396 55.9622 13.6303 16.6177 20.1631 0.706508 48.6748 16.9757 16.9295 41.9768 3.21197 6.40327 14.9471 11.4794 19.1244 53.403 24.6425 0.00114816
"5732" 4566.2 3.86418 26.5595 13.8265 12.246 75.6957 27.0987 10.265 8.17254 18.8981 58.2315 29.1925 17.0444 26.2091 14.5694 13.628 36.0272 16.5356 38.8916 3.21112 2.24201 6.6274 0.00796426
"3496" 4540.78 10.7754 34.75 7.65456 2.77447 60.7369 57.4198 20.7835 2.32137 33.654 17.1103 30.6118 21.7438 7.45661 44.9991 12.1493 13.3752 23.8228 25.2654 24.7764 28.7905 13.3365 0.0709642
"1835" 4603.6 7.59603 19.1151 10.4825 10.3525 58.1699 36.0339 33.4576 10.8037 37.3328 33.3757 5.79274 24.1085 8.02014 42.9425 18.9783 1.77178 36.5409 26.6807 20.5032 2.16376 5.93274 0.0409111
"2720" 4565.59 7.33233 5.15165 29.6049 32.8689 65.7571 15.6101 26.0911 7.78846 42.141 22.9362 23.2007 4.29684 30.8759 14.7129 23.0125 11.8954 4.37476 6.12375 28.8312 65.4379 17.8298 0.000242313
"3729" 4613 8.5324 15.0328 6.94226 14.2093 68.5811 35.6076 13.8993 49.6327 3.03005 7.37265 34.3907 27.733 1.39296 49.9607 8.39444 2.94067 5.5137 13.8758 15.5174 19.66 55.4704 0.0682533
"647" 4560.75 4.07592 9.66002 13.1079 34.8398 35.3032 76.6389 9.6154 17.7151 17.3331 5.12737 59.0925 12.0176 6.32989 49.1344 11.6943 6.75592 6.10148 2.93677 3.47959 32.1043 15.4393 0.0219995
